index,word,count_rank
4551,проложить,2
4552,пролысина,1
4553,промазать,1
4554,промежуточный,1
4555,промерзнуть,1
4556,проморозить,1
4557,промурлыкать,1
4558,промчаться,2
4559,промысел,1
4560,промысловый,2
4561,промять,2
4562,пронести,2
4563,пронестись,2
4564,пронзительный,2
4565,пронзить,2
4566,пронизать,2
4567,проникнуть,2
4568,проорать,1
4569,пропарить,1
4570,пропариться,1
4571,пропасть,2
4572,пропахать,1
4573,пропащий,1
4574,пропереть,2
4575,пропеть,2
4576,пропечатать,1
4577,пропечь,2
4578,пропиликать,1
4579,пропилить,1
4580,прописать,2
4581,прописной,1
4582,пропись,1
4583,пропитка,1
4584,пропить,1
4585,пропищать,1
4586,проплыть,2
4587,проползти,1
4588,прополоскать,1
4589,пропороть,2
4590,пропорциональный,1
4591,пропотеть,1
4592,пропреть,1
4593,пропуск,1
4594,пропустить,2
4595,пропыхтеть,1
4596,проработать,1
4597,прорвать,2
4598,прорваться,2
4599,прореагировать,1
4600,прорезать,2
4601,прорезаться,2
4602,прорезной,1
4603,прорезь,1
4604,прореха,2
4605,пророкотать,1
4606,проронить,1
4607,прорость,1
4608,прорубить,1
4609,прорыв,1
4610,прорычать,1
4611,просвежиться,1
4612,просверкать,1
4613,просверлить,1
4614,просвет,2
4615,просветлеть,1
4616,просвечивать,2
4617,просвистеть,2
4618,просидеть,1
4619,просить,2
4620,проситься,1
4621,просиять,1
4622,проскакать,1
4623,проскользнуть,2
4624,проскочить,2
4625,проскрипеть,1
4626,проскрипция,1
4627,прославить,2
4628,проследить,2
4629,прослойка,1
4630,прослушать,2
4631,просмотреть,2
4632,проснуться,1
4633,просочиться,1
4634,проспать,1
4635,простереться,2
4636,простирать,1
4637,проституировать,1
4638,проститься,1
4639,простой,2
4640,простонать,1
4641,просторный,1
4642,пространство,2
4643,прострел,2
4644,простреливать,1
4645,прострогать,1
4646,простукать,1
4647,проступить,1
4648,простучать,1
4649,простыть,1
4650,просчет,1
4651,протащить,2
4652,протаять,1
4653,протекать,1
4654,протереть,1
4655,протереться,2
4656,протесать,1
4657,протест,1
4658,протечь,2
4659,против,2
4660,противник,1
4661,противо,2
4662,противовес,1
4663,противоположность,1
4664,противопоставить,1
4665,противоречие,2
4666,противостоять,1
4667,протлеть,1
4668,прото,1
4669,протокол,2
4670,протоптаться,1
4671,проточина,2
4672,проточить,1
4673,протрава,1
4674,протравить,2
4675,протрубить,2
4676,протрясти,2
4677,протрястись,2
4678,протяжка,2
4679,протянуть,2
4680,протянуться,2
4681,профессиональный,1
4682,профилировать,1
4683,профиль,2
4684,прохватить,2
4685,проход,1
4686,проходимость,1
4687,проходить,2
4688,проходной,2
4689,процветать,1
4690,процедура,1
4691,процент,2
4692,процесс,2
4693,прочеканить,2
4694,прочертить,1
4695,прочесать,1
4696,прочистить,1
4697,прочитать,2
4698,прошивка,1
4699,прошивной,1
4700,прошипеть,1
4701,прошить,2
4702,прошуметь,1
4703,прощебетать,1
4704,проясниться,1
4705,пружинить,1
4706,прыгать,2
4707,прыскать,2
4708,прямо,1
4709,прямой,2
4710,прясло,1
4711,прятать,1
4712,прятаться,2
4713,псина,1
4714,психология,1
4715,птица,2
4716,птичка,1
4717,пуансон,2
4718,пугало,1
4719,пугать,1
4720,пудовик,1
4721,пудовый,1
4722,пудра,1
4723,пузырек,1
4724,пузырчатка,1
4725,пулька,2
4726,пульсировать,2
4727,пункт,2
4728,пунктир,1
4729,пунктуация,1
4730,пустить,2
4731,пусто,1
4732,пустой,2
4733,пустота,2
4734,пустышка,1
4735,пусть,2
4736,пустяк,2
4737,пустяковый,2
4738,путаница,1
4739,путаный,1
4740,путать,2
4741,путаться,2
4742,путы,1
4743,путь,2
4744,пух,1
4745,пухлый,2
4746,пучина,1
4747,пушить,1
4748,пылать,2
4749,пылить,2
4750,пылиться,1
4751,пыль,1
4752,пыльный,1
4753,пыхать,1
4754,пыхтеть,1
4755,пышный,2
4756,пьянить,1
4757,пятачок,1
4758,пятерка,2
4759,пятидесятилетний,1
4760,пятидневный,1
4761,пятилетний,2
4762,пятисотлетний,2
4763,пятка,1
4764,пятно,2
4765,пять,1
4766,работа,2
4767,работать,2
4768,работник,1
4769,рабочий,2
4770,рабский,1
4771,равенство,1
4772,равновесие,2
4773,равный,1
4774,равнять,1
4775,равняться,2
4776,рад,1
4777,ради,2
4778,радио,2
4779,радиометр,2
4780,радиоперехват,1
4781,радость,1
4782,раек,1
4783,раешник,1
4784,раз,2
4785,разбежаться,2
4786,разбинтоваться,1
4787,разбираться,1
4788,разбитый,2
4789,разбить,2
4790,разбиться,2
4791,разбойник,1
4792,разболтанный,1
4793,разболтать,1
4794,разболтаться,1
4795,разбор,1
4796,разбрасываться,1
4797,разбросанный,1
4798,разбросать,2
4799,разбросаться,1
4800,разбурить,1
4801,развал,1
4802,развалиться,1
4803,разве,1
4804,разведка,2
4805,разведчик,2
4806,развезти,2
4807,развернуть,2
4808,развернуться,2
4809,развести,2
4810,разветвление,2
4811,развеяться,1
4812,развиваться,1
4813,развилка,1
4814,развинтить,1
4815,развинтиться,1
4816,развинченный,1
4817,развитой,2
4818,развить,2
4819,развиться,2
4820,разводка,1
4821,развозить,1
4822,разворот,1
4823,разврат,1
4824,развратить,1
4825,развратиться,1
4826,развязать,2
4827,развязка,1
4828,разговорный,1
4829,разгон,1
4830,разгореться,2
4831,разгромить,1
4832,разгрузить,1
4833,разгул,1
4834,разгуляться,2
4835,раздавить,2
4836,раздаться,1
4837,раздвинуть,1
4838,раздвоение,1
4839,раздел,1
4840,разделать,1
4841,разделить,2
4842,разделиться,2
4843,разделка,1
4844,раздеть,2
4845,раздирать,2
4846,раздолбать,1
4847,раздольный,1
4848,раздражить,1
4849,раздробить,1
4850,раздумье,1
4851,раздутый,1
4852,раздуть,2
4853,раздуться,1
4854,разжечь,2
4855,разжечься,1
4856,разинуть,1
4857,разладиться,2
4858,разлететься,2
4859,разлив,1
4860,разливаться,2
4861,разливной,1
4862,разлить,1
4863,разлиться,1
4864,разложить,2
4865,разложиться,2
4866,размазать,2
4867,размазня,1
4868,размахнуть,1
4869,размашистый,2
4870,разменять,2
4871,разменяться,1
4872,размер,2
4873,разметать,1
4874,разметаться,2
4875,разметка,1
4876,размещение,1
4877,размол,1
4878,размыв,1
4879,размышление,1
4880,разнести,2
4881,разнестись,1
4882,разноголосица,1
4883,разножка,1
4884,разномастный,1
4885,разнос,1
4886,разноска,1
4887,разносторонний,1
4888,разность,1
4889,разносчик,1
4890,разнохарактерный,1
4891,разный,1
4892,разобрать,2
4893,разобраться,2
4894,разогнать,2
4895,разодрать,2
4896,разойтись,2
4897,разом,1
4898,разорванный,1
4899,разорвать,2
4900,разорваться,2
4901,разоружить,1
4902,разработать,2
4903,разработка,2
4904,разразиться,1
4905,разрастись,1
4906,разрез,2
4907,разрезать,2
4908,разрезной,1
4909,разрешение,2
4910,разрешить,2
4911,разрешиться,1
4912,разрозненный,1
4913,разрушить,2
4914,разрушиться,2
4915,разрыв,2
4916,разрываться,1
4917,разряд,2
4918,разрядить,1
4919,разрядиться,1
4920,разумный,1
4921,разъезд,2
4922,разъем,1
4923,разъесть,2
4924,разъехаться,2
4925,разыграть,2
4926,разыграться,2
4927,район,1
4928,рак,1
4929,ракета,2
4930,ракетчик,1
4931,раковина,2
4932,ракурс,1
4933,рама,1
4934,рамка,1
4935,раньше,1
4936,раскатать,2
4937,раскатиться,1
4938,раскачать,2
4939,раскачаться,1
4940,раскидать,1
4941,раскинуть,2
4942,раскиснуть,1
4943,раскладка,1
4944,раскланяться,1
4945,расклеить,1
4946,расковать,1
4947,расковырять,1
4948,раскол,2
4949,расколотить,2
4950,расколоть,1
4951,расколоться,1
4952,расконсервироваться,1
4953,раскопать,1
4954,раскосить,1
4955,раскосый,1
4956,раскочегарить,2
4957,раскочегариться,1
4958,раскраска,1
4959,раскрутить,2
4960,раскрутиться,2
4961,раскрыть,2
4962,раскрыться,2
4963,распарить,1
4964,распахнуться,1
4965,расписать,2
4966,расписаться,2
4967,расписка,1
4968,распластать,2
4969,расплатиться,1
4970,расплыться,2
4971,располагать,1
4972,расползтись,1
4973,расположение,2
4974,расположенный,2
4975,расположиться,1
4976,распороть,1
4977,распределитель,1
4978,распределить,2
4979,распространить,2
4980,распустить,2
4981,распуститься,2
4982,распутать,1
4983,распутаться,2
4984,распушиться,1
4985,распылить,1
4986,распылиться,1
4987,рассадить,2
4988,рассеять,2
4989,рассеяться,2
4990,рассмотреть,1
4991,рассол,1
4992,расставить,2
4993,расстановка,1
4994,расстрелять,1
4995,расстроить,2
4996,расстройство,2
4997,рассуждение,1
4998,рассчитать,2
4999,рассчитаться,2
5000,рассчитывать,1
5001,рассыпать,1
5002,рассыпаться,2
5003,рассыпчатый,1
5004,растащить,1
5005,растаять,1
5006,раствор,1
5007,растереть,2
5008,растерзать,1
5009,растечься,1
5010,расти,2
5011,растить,1
5012,растормошить,1
5013,растравить,1
5014,растрепанный,1
5015,растрепать,2
5016,растрепаться,1
5017,растрещаться,1
5018,растрясти,1
5019,растянуть,2
5020,растянуться,2
5021,расход,2
5022,расходиться,1
5023,расхожий,1
5024,расцвести,2
5025,расчесать,2
5026,расчесаться,1
5027,расчет,2
5028,расчирикаться,1
5029,расширить,1
5030,расшириться,1
5031,расшить,1
5032,рать,1
5033,рафинированный,1
5034,рациональный,2
5035,рвануть,2
5036,рваный,1
5037,рвань,1
5038,рвать,2
5039,рваться,2
5040,реагировать,1
5041,реактивный,1
5042,реакция,2
5043,реалист,1
5044,реальный,1
5045,реанимация,1
5046,ребро,1
5047,рев,1
5048,реверс,1
5049,ревизия,1
5050,ревность,1
5051,ревун,1
5052,регалия,1
5053,регистр,2
5054,регистратор,1
5055,регулярный,1
5056,редакция,2
5057,редкий,2
5058,редкость,1
5059,режим,1
5060,режиссура,1
5061,резать,2
5062,резерв,1
5063,резина,1
5064,резинка,2
5065,резкий,2
5066,резкость,1
5067,резонанс,1
5068,результат,1
5069,река,1
5070,реклама,1
5071,рекомбинация,1
5072,рекомендация,1
5073,рекомендовать,1
5074,релаксация,1
5075,рельеф,1
5076,ремень,2
5077,ремесленник,1
5078,ремесленный,1
5079,ремесло,1
5080,рентген,1
5081,реплика,1
5082,репродукция,2
5083,ретардация,1
5084,референт,2
5085,рефлекс,1
5086,рефлектор,1
5087,рецепт,1
5088,речь,2
5089,решающий,1
5090,решительный,1
5091,решить,2
5092,решиться,1
5093,реять,1
5094,ржавчина,2
5095,ржавый,1
5096,риза,1
5097,рисковать,1
5098,рисовать,2
5099,рисоваться,1
5100,рисунок,2
5101,ритм,2
5102,ритмика,1
5103,ритмичный,1
5104,риторика,1
5105,рифмовать,1
5106,ровный,2
5107,рог,2
5108,рогатка,2
5109,рогатый,1
5110,рогач,1
5111,роговой,1
5112,рогулька,2
5113,род,2
5114,родить,2
5115,родиться,2
5116,роднить,1
5117,родной,1
5118,родственный,1
5119,рожок,2
5120,розетка,2
5121,рознить,2
5122,розовый,2
5123,роиться,2
5124,рокот,1
5125,рокотать,1
5126,ролик,2
5127,роллер,1
5128,роль,2
5129,романтизм,1
5130,романтик,1
5131,романтический,1
5132,ромашка,1
5133,ронять,2
5134,роскошь,2
5135,роспись,2
5136,россыпь,2
5137,рост,1
5138,рот,1
5139,ротация,1
5140,рубашка,2
5141,рубеж,1
5142,рубец,2
5143,рубить,2
5144,рубленый,1
5145,рука,2
5146,руководство,2
5147,рулет,1
5148,румяный,1
5149,русскоязычный,1
5150,рухнуть,1
5151,ручка,2
5152,ручник,1
5153,ручной,2
5154,рушиться,1
5155,рыба,2
5156,рыбка,1
5157,рыбный,2
5158,рывок,2
5159,рыжик,1
5160,рыло,1
5161,рыльце,1
5162,рынок,2
5163,рыхлый,2
5164,рыцарство,1
5165,рыцарь,1
5166,рычаг,2
5167,рябеть,1
5168,рябить,1
5169,рябой,1
5170,рябь,1
5171,ряд,2
5172,рядовой,1
5173,рядом,1
5174,с,2
5175,сад,2
5176,садануть,1
5177,садить,1
5178,садкий,2
5179,саднить,1
5180,садоводство,1
5181,садовый,1
5182,садок,2
5183,сажать,2
5184,сакраментальный,1
5185,салазки,1
5186,салить,1
5187,сало,2
5188,салон,2
5189,сальный,2
5190,салют,1
5191,сам,1
5192,само,1
5193,самодеятельный,1
5194,самокатный,1
5195,саморазвитие,1
5196,саморазлагаться,1
5197,самородный,1
5198,самостоятельный,2
5199,самоуничижительный,1
5200,самоходом,1
5201,самый,2
5202,санировать,1
5203,санитарный,2
5204,санкция,1
5205,сантиметр,1
5206,сарафан,1
5207,сатанеть,1
5208,сатанизм,1
5209,сатанинский,2
5210,сателлит,2
5211,сатир,2
5212,сатира,1
5213,сафари,1
5214,сафлор,1
5215,сахар,2
5216,сахарный,2
5217,сбег,1
5218,сбежать,2
5219,сбежаться,1
5220,сберечь,2
5221,сбитый,2
5222,сбить,2
5223,сбиться,2
5224,сблизить,1
5225,сбой,2
5226,сбор,2
5227,сборный,2
5228,сборщик,1
5229,сбрендить,2
5230,сброс,2
5231,сбросить,2
5232,сбруя,1
5233,сбыть,1
5234,свайка,2
5235,свал,2
5236,свалить,2
5237,свалиться,2
5238,свалка,2
5239,сварить,2
5240,свариться,2
5241,свастика,1
5242,сватать,1
5243,сведение,1
5244,свежак,1
5245,свежеть,2
5246,свежий,2
5247,свежить,1
5248,свезти,2
5249,сверкать,2
5250,сверкающий,1
5251,сверлить,2
5252,сверлящий,2
5253,свернуть,2
5254,свернуться,2
5255,сверток,2
5256,сверх,2
5257,сверху,2
5258,сверхурочный,1
5259,свести,2
5260,свестись,2
5261,свет,1
5262,светильня,1
5263,светить,2
5264,светиться,2
5265,светлеть,2
5266,светлый,2
5267,световой,2
5268,свеча,2
5269,свеять,1
5270,свидание,1
5271,свидетель,1
5272,свидетельство,2
5273,свидетельствовать,2
5274,свинг,1
5275,свинка,2
5276,свиной,1
5277,свинтить,1
5278,свинцовый,2
5279,свинья,2
5280,свирепый,1
5281,свисать,1
5282,свист,2
5283,свистнуть,1
5284,свита,2
5285,свить,1
5286,свиться,1
5287,свихнуть,1
5288,свищ,2
5289,свобода,2
5290,свободный,2
5291,свод,1
5292,сводка,1
5293,сводный,1
5294,свои,1
5295,свой,2
5296,свойский,1
5297,сволочь,2
5298,своротить,1
5299,связанный,2
5300,связать,2
5301,связаться,2
5302,связка,2
5303,связь,2
5304,святой,2
5305,священный,2
5306,сгонять,1
5307,сгорбиться,1
5308,сгореть,2
5309,сгрести,2
5310,сгруппироваться,1
5311,сгубить,1
5312,сгуститель,1
5313,сгустить,1
5314,сгуститься,1
5315,сдаваться,1
5316,сдавить,2
5317,сдавленный,2
5318,сдать,2
5319,сдаться,2
5320,сдвиг,2
5321,сдвинуть,1
5322,сдвоенный,1
5323,сделать,2
5324,сделаться,2
5325,сдержанный,1
5326,сдержать,2
5327,сдобрить,1
5328,сдобриться,1
5329,сдуть,2
5330,сегмент,2
5331,седина,1
5332,седло,2
5333,седловина,1
5334,сезон,1
5335,сейсмический,1
5336,сейф,2
5337,секрет,2
5338,секретарь,1
5339,сектор,2
5340,секунда,2
5341,секционный,1
5342,село,1
5343,сельский,1
5344,сельсовет,1
5345,семафор,1
5346,семейный,1
5347,семенник,2
5348,семерка,2
5349,семечко,1
5350,семитысячный,1
5351,семья,2
5352,семя,2
5353,сенат,2
5354,сентиментальный,1
5355,сердечко,2
5356,сердечник,2
5357,сердечный,2
5358,сердитый,2
5359,сердце,2
5360,сердцевина,1
5361,серебристый,1
5362,серебро,2
5363,серебряный,2
5364,середина,2
5365,середка,1
5366,серия,2
5367,серость,1
5368,серый,2
5369,серьезный,2
5370,сестра,2
5371,сестренка,1
5372,сесть,2
5373,сетка,1
5374,сеть,2
5375,сечение,1
5376,сечка,2
5377,сечь,2
5378,сечься,1
5379,сеять,2
5380,сеяться,2
5381,сжатый,1
5382,сжать,2
5383,сжаться,2
5384,сжечь,2
5385,сибирка,1
5386,сивый,1
5387,сигнал,2
5388,сигнализация,1
5389,сигнализировать,1
5390,сидение,2
5391,сидеть,2
5392,сидячий,2
5393,сила,2
5394,силовой,2
5395,силуэт,1
5396,сильно,1
5397,синдикат,1
5398,синтез,1
5399,синтетический,2
5400,синька,2
5401,синяк,1
5402,сирена,2
5403,система,2
5404,систематический,2
5405,сияние,2
5406,сиять,2
5407,сияющий,1
5408,сказать,2
5409,сказаться,2
5410,сказочный,2
5411,скакать,2
5412,скальный,1
5413,скандальный,2
5414,сканирование,1
5415,скат,1
5416,скатать,2
5417,скатиться,1
5418,скачок,1
5419,скверно,1
5420,сквозить,2
5421,сквозной,2
5422,скелет,1
5423,скидка,1
5424,скинуть,2
5425,скинуться,1
5426,скиснуть,1
5427,склад,2
5428,складка,1
5429,складный,1
5430,склеить,2
5431,склониться,2
5432,склонность,1
5433,склонный,1
5434,склонять,1
5435,скобка,1
5436,сковать,2
5437,сковырнуть,1
5438,сколопендра,2
5439,сколотиться,2
5440,скользить,2
5441,скользкий,2
5442,скользнуть,1
5443,скользящий,2
5444,скороспелый,1
5445,скоростной,1
5446,скорость,2
5447,скороход,1
5448,скорпион,2
5449,скорчить,1
5450,скорый,2
5451,скос,1
5452,скребок,1
5453,скрепить,1
5454,скрепка,1
5455,скрепление,1
5456,скрести,1
5457,скреститься,1
5458,скрипеть,1
5459,скрипка,1
5460,скроить,2
5461,скромный,2
5462,скрутить,2
5463,скрываться,1
5464,скрыть,2
5465,скудный,1
5466,скулить,2
5467,скупой,2
5468,слабина,1
5469,слабость,1
5470,слабый,2
5471,слава,2
5472,славить,1
5473,славно,2
5474,сладкий,2
5475,сладко,1
5476,сладковатый,1
5477,сладость,1
5478,сласть,1
5479,слать,1
5480,след,2
5481,следить,2
5482,следовать,2
5483,слеза,2
5484,слезка,2
5485,слезливый,2
5486,слезный,1
5487,слезоточивый,1
5488,слезть,2
5489,слепец,1
5490,слепой,2
5491,слет,1
5492,слететь,2
5493,сливной,1
5494,слизистый,1
5495,слинять,2
5496,слить,2
5497,слиться,1
5498,словесный,1
5499,слово,2
5500,сложение,2
5501,сложить,2
5502,сложиться,2
5503,сложный,2
5504,слой,1
5505,сломанный,1
5506,слон,1
5507,слоник,1
5508,слуга,1
5509,служба,2
5510,служить,2
5511,слух,1
5512,случай,2
5513,случайность,1
5514,случайный,2
5515,случиться,1
5516,слушать,2
5517,слышать,2
5518,слышаться,1
5519,слякоть,1
5520,смазать,2
5521,смазаться,2
5522,сманеврировать,1
5523,сманить,1
5524,смекать,1
5525,смена,2
5526,сменить,2
5527,смениться,1
5528,смертельный,2
5529,смертный,2
5530,смерть,1
5531,сместить,1
5532,смесь,2
5533,смех,1
5534,смешать,1
5535,смешаться,2
5536,смешной,1
5537,смеяться,1
5538,смирно,1
5539,смола,1
5540,смолистый,1
5541,смолка,2
5542,смолоть,1
5543,смоляной,2
5544,сморщиться,2
5545,смотаться,2
5546,смотреть,2
5547,смотреться,1
5548,смурый,1
5549,смутить,1
5550,смутный,1
5551,смысл,1
5552,смыть,1
5553,смыться,1
5554,смычка,1
5555,смягчить,2
5556,смягчиться,2
5557,смять,2
5558,снабжение,1
5559,снаряд,1
5560,снарядить,2
5561,снаряжение,1
5562,сначала,1
5563,снег,1
5564,снежный,2
5565,снести,2
5566,снизить,2
5567,снизиться,1
5568,снизу,2
5569,сникнуть,1
5570,снимок,1
5571,сновать,1
5572,снять,2
5573,сняться,2
5574,собачий,2
5575,собачина,1
5576,собачка,2
5577,собачник,1
5578,собирательный,1
5579,соблазнить,1
5580,собрание,1
5581,собрать,2
5582,собраться,2
5583,собственный,2
5584,сова,1
5585,совет,1
5586,совпасть,1
5587,современный,1
5588,согласие,1
5589,согласиться,1
5590,согласный,2
5591,согласовать,1
5592,согнать,2
5593,согнуть,1
5594,согнуться,1
5595,согреть,1
5596,согреться,1
5597,содержание,2
5598,содержать,2
5599,содержаться,2
5600,содрать,1
5601,соединение,2
5602,соединить,2
5603,соединиться,2
5604,созвучие,2
5605,созвучный,2
5606,создание,1
5607,создать,1
5608,сознание,2
5609,сознательный,1
5610,созреть,2
5611,сойти,2
5612,сойтись,2
5613,сокол,2
5614,сократить,2
5615,сокращаться,1
5616,сокращение,2
5617,сокровище,1
5618,соленый,2
5619,солидный,2
5620,солить,1
5621,солнечный,2
5622,соломка,2
5623,соль,2
5624,сомнительный,1
5625,сон,1
5626,сонный,2
5627,соображать,2
5628,соображение,2
5629,сообщаться,2
5630,сообщение,2
5631,сообщество,1
5632,сопля,2
5633,соприкасаться,2
5634,сопровождать,2
5635,сопровождаться,1
5636,сопровождение,1
5637,сопротивление,1
5638,сорвать,2
5639,сорваться,2
5640,сорганизовать,1
5641,сориентировать,2
5642,сорный,2
5643,сорочка,1
5644,сорт,1
5645,сортировка,1
5646,сосать,2
5647,сосвататься,1
5648,соскочить,2
5649,сословие,1
5650,сословный,1
5651,сосок,1
5652,сосредоточенный,1
5653,сосредоточить,1
5654,сосредоточиться,1
5655,состав,1
5656,составитель,1
5657,составить,2
5658,составиться,1
5659,состояние,2
5660,состоять,1
5661,состязаться,1
5662,сотник,1
5663,сотня,2
5664,сотский,1
5665,сотый,2
5666,софист,1
5667,соха,1
5668,сохнуть,2
5669,сохранить,2
5670,сохраниться,2
5671,сохранный,2
5672,сохранять,1
5673,социализм,1
5674,сочетание,1
5675,сочетаться,1
5676,сочинение,2
5677,сочинить,2
5678,сочиться,1
5679,сочленение,2
5680,сочный,2
5681,сошка,1
5682,союз,2
5683,союзный,1
5684,спадать,1
5685,спайка,2
5686,спас,1
5687,спать,1
5688,спереть,1
5689,спереться,1
5690,специальность,1
5691,спечься,1
5692,спил,1
5693,спинка,2
5694,спираль,1
5695,списать,2
5696,список,1
5697,спихнуть,2
5698,спица,1
5699,спланировать,1
5700,сплести,2
5701,сплотить,1
5702,сплоченный,1
5703,сплошной,1
5704,спокойный,2
5705,спокойствие,1
5706,сползти,2
5707,спор,1
5708,спорить,1
5709,способный,1
5710,споткнуться,1
5711,справедливость,1
5712,справедливый,1
5713,справить,1
5714,справиться,1
5715,спрос,1
5716,спросить,2
5717,спроситься,1
5718,спрятать,1
5719,спрятаться,1
5720,спуск,2
5721,спускаться,1
5722,спустить,2
5723,спутать,2
5724,спутаться,2
5725,спутник,2
5726,сравнительный,1
5727,сражаться,1
5728,сразить,1
5729,сразу,1
5730,срам,1
5731,сраный,1
5732,срастить,1
5733,среда,1
5734,среди,1
5735,средне,2
5736,средний,2
5737,средство,1
5738,срезать,2
5739,срисовать,1
5740,срочный,1
5741,сруб,1
5742,срубить,1
5743,срыв,1
5744,ссохнуться,2
5745,ссылка,1
5746,ссыпать,1
5747,стабильный,1
5748,ставец,1
5749,ставить,2
5750,ставка,2
5751,стадо,1
5752,стакан,1
5753,сталинский,1
5754,стальной,1
5755,стан,1
5756,стандарт,1
5757,станковый,1
5758,становище,1
5759,станок,2
5760,станция,2
5761,старание,1
5762,стараться,1
5763,стареть,1
5764,старик,2
5765,старина,2
5766,старинный,2
5767,стародавний,1
5768,старожил,1
5769,старозаветный,1
5770,старомодный,1
5771,старт,2
5772,стартер,1
5773,стартовать,1
5774,стартовый,2
5775,старше,2
5776,старший,2
5777,старшина,1
5778,старшой,2
5779,старье,1
5780,статика,1
5781,статистика,1
5782,статуарный,1
5783,статут,1
5784,стать,2
5785,статья,2
5786,стационар,1
5787,стационарный,1
5788,стащить,2
5789,стая,1
5790,ствол,2
5791,стволистый,1
5792,створ,2
5793,створка,1
5794,стегать,1
5795,стекло,2
5796,стеклышко,1
5797,стеклянный,2
5798,стекляшка,1
5799,стена,2
5800,стенд,1
5801,стенка,1
5802,стенной,1
5803,стенографический,1
5804,степенный,2
5805,степень,2
5806,степной,1
5807,степняк,2
5808,стереозапись,2
5809,стереотип,1
5810,стереть,2
5811,стереться,2
5812,стержень,2
5813,стеснение,2
5814,стесненный,2
5815,стеснить,2
5816,стесниться,2
5817,стесняться,1
5818,стечение,1
5819,стигма,2
5820,стилизация,1
5821,стилистика,2
5822,стиль,2
5823,стильный,1
5824,стимулятор,2
5825,стираться,1
5826,стиснуть,2
5827,стих,1
5828,стихийный,2
5829,стихия,2
5830,стихнуть,2
5831,стлать,2
5832,стлаться,2
5833,сто,1
5834,стойбище,1
5835,стойка,2
5836,стойло,1
5837,сток,2
5838,стол,2
5839,столб,1
5840,столбец,1
5841,столбик,2
5842,столетие,1
5843,столетний,1
5844,столкновение,2
5845,столкнуть,2
5846,столкнуться,2
5847,столовая,1
5848,столовый,2
5849,столп,1
5850,стон,1
5851,стонать,2
5852,стоп,1
5853,стопорить,2
5854,стопроцентный,1
5855,сторожить,2
5856,сторожкий,1
5857,сторона,2
5858,сточенный,1
5859,сточный,1
5860,стоянка,2
5861,стоять,2
5862,стоячий,2
5863,страдать,2
5864,страница,1
5865,странничать,1
5866,странствовать,2
5867,страстный,1
5868,страсть,1
5869,стратегический,1
5870,стратегия,2
5871,стратисфера,2
5872,страховать,1
5873,страховаться,1
5874,страховка,2
5875,страховой,1
5876,страшный,2
5877,стрекать,1
5878,стрела,2
5879,стрелец,1
5880,стрелка,2
5881,стрелок,1
5882,стрельба,1
5883,стрельчатый,1
5884,стреляный,2
5885,стрелять,2
5886,стремительный,2
5887,стремиться,2
5888,стремление,2
5889,стриптиз,2
5890,стричь,2
5891,строгий,2
5892,строгость,1
5893,строительство,1
5894,строить,1
5895,строиться,2
5896,строй,2
5897,стройный,2
5898,стронуться,1
5899,строптивый,2
5900,строчить,2
5901,строчка,1
5902,стружка,1
5903,струиться,2
5904,струна,2
5905,струнный,2
5906,струя,2
5907,стряпать,1
5908,стряпня,2
5909,стряпчий,1
5910,стряхнуться,1
5911,студить,1
5912,студия,2
5913,стук,2
5914,стукнуть,2
5915,стул,1
5916,ступень,2
5917,стучать,2
5918,стушевать,2
5919,стушеваться,2
5920,стыд,2
5921,стык,1
5922,стыковать,1
5923,стыковаться,1
5924,стылый,1
5925,стыть,2
5926,стяжка,1
5927,стянуть,2
5928,стянуться,1
5929,суб,1
5930,сублимировать,1
5931,субстрат,1
5932,субъект,2
5933,субъективный,2
5934,суверенный,1
5935,суд,2
5936,судить,2
5937,судок,1
5938,судорожный,1
5939,судьба,2
5940,судья,1
5941,суетный,1
5942,султан,1
5943,сумасшедший,2
5944,сумасшествие,1
5945,сумка,2
5946,сумма,1
5947,сумрачный,2
5948,сунуть,1
5949,супер,2
5950,суровый,2
5951,сусолить,1
5952,сухарь,2
5953,сухо,1
5954,сухой,2
5955,сухопутный,1
5956,сухота,1
5957,сучить,2
5958,сучок,1
5959,сушить,2
5960,сушь,2
5961,существование,1
5962,существовать,2
5963,сфальшивить,1
5964,сфера,2
5965,сфинкс,2
5966,сфокусировать,1
5967,сформировать,2
5968,сформироваться,2
5969,схватить,2
5970,схватиться,2
5971,схватка,2
5972,схема,2
5973,схлынуть,1
5974,сход,1
5975,сходить,1
5976,сходка,2
5977,сходственный,1
5978,сцапать,1
5979,сцена,2
5980,сценарий,2
5981,сцеп,1
5982,сцепить,1
5983,сцепиться,2
5984,сцепление,2
5985,счалка,1
5986,счастливый,2
5987,счастье,2
5988,счесать,2
5989,счесть,1
5990,счет,2
5991,считать,2
5992,считаться,2
5993,сшибаться,1
5994,сшить,1
5995,съезд,1
5996,съемка,1
5997,съемщик,1
5998,съесть,2
5999,съехать,2
6000,сыграть,1
6001,сын,2
6002,сыпануть,1
6003,сыпать,2
6004,сыпаться,2
6005,сыпучий,1
6006,сыпь,1
6007,сырой,2
6008,сырок,1
6009,сытый,2
6010,табачный,1
6011,табель,1
6012,табор,1
6013,таиться,1
6014,тайна,1
6015,тайный,2
6016,так,2
6017,такт,1
6018,талант,1
6019,там,1
6020,тамбур,1
6021,танец,2
6022,танцевать,1
